174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174
2,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,142,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158
18,65,98,65,65,65,65,98,65,65,65,65,65,65,65,65,65,65,98,64,36,65,65,65,65,65,98,65,65,65,98,65,65,65,65,65,65,65,65,65,98,65,65,65,65,98,65,0,17,65
34,18,65,65,65,65,65,65,65,65,52,52,65,65,65,65,65,65,65,64,98,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,0,17,17,16
65,18,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,64,52,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,16,17,17,32
65,18,65,65,98,65,65,65,65,65,65,65,65,0,1,2,65,65,98,66,36,65,65,65,65,65,65,65,65,0,1,65,65,65,65,65,65,65,65,65,65,65,65,98,65,65,16,17,17,65
2,18,65,36,65,52,0,2,36,98,65,65,65,16,17,18,65,65,65,64,65,65,65,65,65,65,65,65,36,16,17,65,65,65,65,65,0,1,2,17,2,65,65,65,65,65,16,17,17,65
18,18,98,0,1,2,32,34,0,1,2,65,65,32,33,34,65,65,65,66,65,65,65,65,65,65,65,65,52,16,17,65,65,65,65,65,16,17,18,17,18,65,65,65,65,65,16,17,17,0
34,18,52,16,17,18,36,65,32,33,34,65,65,65,65,65,65,65,36,64,98,65,65,65,65,65,65,36,0,17,17,65,65,0,1,2,32,33,34,17,18,65,65,65,65,98,16,17,17,16
65,18,36,32,33,34,52,36,52,36,96,65,65,65,65,65,65,65,52,66,65,65,65,65,65,65,36,65,16,17,17,52,65,16,17,18,65,65,65,17,18,52,65,65,65,65,16,8,17,16
65,18,98,96,98,65,65,98,65,65,98,65,65,65,65,65,65,65,65,64,65,0,1,1,1,2,52,65,16,17,17,36,52,32,33,34,65,65,65,17,18,36,65,65,65,65,16,17,17,32
65,18,65,98,65,65,65,65,65,65,65,65,65,65,65,65,65,65,36,64,65,16,17,17,17,18,65,65,16,8,8,65,65,65,65,65,65,65,65,17,18,65,65,65,65,65,16,17,17,67
33,10,65,65,65,65,-1,-1,65,65,65,18,65,65,65,65,98,65,65,66,65,32,33,33,33,34,65,65,16,17,17,65,65,65,65,65,65,65,17,17,18,65,65,98,65,65,16,17,17,0
52,65,65,65,65,65,-1,65,65,65,65,18,68,65,65,65,65,36,65,66,65,65,65,65,65,65,65,65,16,17,17,65,65,65,68,65,65,17,17,17,18,65,65,68,65,65,16,17,17,16
2,65,65,65,65,65,-1,0,1,2,65,18,65,65,65,65,48,49,49,82,65,65,98,65,65,65,65,65,32,17,17,17,17,17,17,17,17,17,8,35,34,36,65,68,68,65,16,17,17,16
18,17,17,17,17,17,17,17,17,17,17,18,65,65,65,36,66,98,65,65,68,65,65,65,65,65,68,65,52,16,8,17,8,8,17,13,17,8,35,34,52,65,65,65,68,65,16,17,17,16
34,17,17,8,17,17,17,17,17,17,17,18,65,65,65,52,64,65,65,65,65,65,68,65,65,65,65,68,65,32,33,33,33,33,33,33,33,33,34,36,65,65,65,65,65,68,16,17,17,16
65,65,33,33,33,33,33,33,33,33,33,34,65,65,65,36,66,65,0,1,2,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,16,17,17,16
65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,64,65,16,17,18,36,65,65,65,65,36,52,65,68,68,65,65,65,65,65,65,0,1,2,68,65,65,65,65,65,16,17,17,16
65,0,1,2,65,65,65,65,65,65,65,65,65,98,48,49,82,65,32,33,34,52,65,65,65,65,65,36,65,65,65,68,65,65,65,65,65,16,17,18,68,65,65,65,65,65,16,8,17,16
17,17,17,18,65,65,65,65,65,65,65,65,65,65,66,98,65,65,65,68,36,0,1,2,65,65,65,65,65,65,65,65,65,65,65,65,65,32,33,34,65,65,68,65,65,65,16,17,17,16
17,17,8,17,65,65,65,65,65,65,65,65,65,65,66,65,65,65,65,65,52,16,17,18,65,65,67,65,65,65,65,65,65,68,68,65,65,65,65,65,65,65,65,65,65,65,16,17,17,32
17,17,17,17,17,65,65,65,65,65,0,1,2,65,66,65,65,65,65,65,65,32,33,34,65,65,65,65,65,65,65,65,65,65,65,65,68,65,65,65,65,65,36,65,65,68,16,17,17,65
17,33,33,17,17,17,17,17,17,17,17,17,18,65,66,65,65,65,65,65,65,65,68,65,65,65,65,65,65,65,65,65,65,65,65,65,68,68,68,65,65,52,65,65,65,65,16,17,17,65
18,65,65,32,33,33,17,33,33,33,33,33,34,65,66,65,65,65,65,65,65,65,65,68,65,65,65,65,17,17,17,17,17,17,17,17,65,65,65,65,65,65,65,65,65,65,16,17,17,65
18,65,65,65,65,65,66,52,36,65,65,65,65,98,66,98,36,52,65,65,65,65,65,65,65,65,65,65,17,17,17,17,17,17,8,17,17,65,65,65,65,65,65,65,65,65,32,17,17,65
18,65,65,65,65,65,80,81,81,49,81,49,81,81,82,65,65,65,36,65,65,65,65,65,65,65,65,65,17,33,33,33,33,33,17,17,17,17,17,17,65,65,65,65,65,65,65,32,33,33
18,65,65,65,65,65,65,65,65,65,65,65,65,67,65,65,65,65,65,65,65,65,65,65,65,65,65,65,18,65,65,65,65,65,32,33,17,17,17,17,65,65,65,65,65,65,65,65,65,65
34,65,65,65,65,65,65,65,52,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,18,65,65,65,65,65,65,65,32,17,17,17,65,65,65,65,65,65,65,65,65,65
65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,17,17,17,17,17,17,18,65,65,65,65,65,65,65,65,16,17,17,65,65,65,65,65,65,65,65,65,65
65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,17,17,17,17,17,17,17,17,17,17,8,17,18,65,65,65,65,65,65,65,65,16,17,17,65,65,65,65,65,65,65,65,17,17
65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,17,8,17,17,17,17,17,33,33,33,33,33,34,65,65,65,65,65,65,65,65,32,17,17,65,65,17,65,65,17,65,17,8,17
